ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position
7959,simple,BP006,"Barquette PP EDI 1000ml",1,0,visible,"pack de 5","Dimension : 1000 ml\nMateriel : polypropylene\nForme : rectangulaire\nContact alimentaire : oui\nCouleur : noire\nFacile xc3xa0 nettoyer\nPeut-xc3xaatre chauffe au micro-onde.\nIdeal pour : repas xc3xa0 emporter\nRecyclable\nPrix pour 5 barquettes.\nUnites par paquet\npack de 5",,,taxable,,1,,,0,0,,1000,,,1,,,"1750,00","Barquettes, Polypropylene",,,"http://laroseellc.shop/wp-content/uploads/2023/08/barquettes-plastique-noir4.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/barquettes-plastique-noir2.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/barquettes-plastique-noir3.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/barquettes-plastique-noir4-1.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/barquettes-plastique-noir.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/barquettes-plastique-noir1.jpg",,,,,,,,,0
7960,simple,BP002,"Barquettes PP HOTP 1200ml",1,0,visible,"pack de 5","Dimension : 1200 ml\nMateriel : polypropylene\nForme : rectangulaire\nContact alimentaire : oui\nCouleur : noire /rouge\nFacile xc3xa0 nettoyer\nPeut-xc3xaatre chauffe au micro-onde.\nIdeal pour : repas xc3xa0 emporter\nRecyclable\nPrix pour 5 barquettes.\nUnites par paquet\npack de 5",,,taxable,,1,,,0,0,,1200,,,1,,,"2500,00","Barquettes, Polypropylene",,,"http://laroseellc.shop/wp-content/uploads/2023/08/barquettes-hotpack1.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/barquettes-hotpack1-1.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/barquettes-hotpack2.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/barquettes-hotpack3.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/barquettes-hotpack4.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/barquettes-hotpack.jpg",,,,,,,,,0
7961,simple,BP009,"Barquettes SJ transparent 1250ml lot/12",1,0,visible,"pack de 12","Dimension : 1250 ml\nMateriel : polypropylene\nForme : rectangulaire\nContact alimentaire : oui\nCouleur : noire /rouge\nFacile xc3xa0 nettoyer\nPeut-xc3xaatre chauffe au micro-onde.\nIdeal pour : repas xc3xa0 emporter\nRecyclable\nPrix pour 12 barquettes.\nUnites par paquet\npack de 12",,,taxable,,1,,,0,0,,1250,,,1,,,"3500,00","Barquettes, Polypropylene",,,,,,,,,,,,0
7962,simple,BP015,"Boxc3xaete avec Charnixc3xa8re PP 500ml lot/10",1,0,visible,"pack de 10","Ideal pour : emballer les repas xc3xa0 emporter\nIl peut xc3xaatre utilise pour congeler jusquxe2u20acu2122xc3xa0 un maximum de -20xc2xbaC.\nOn peut introduire des sauces xc3xa0 tres hautes temperatures (120xc2xbaC).\nIl peut xc3xaatre en contact direct avec de la nourriture.\nIls sont transparents pour une plus grande visibilite xc3xa0 l'interieur.\nPrix pour 10 barquettes.\nUnites par paquet\npack de 10",,,taxable,,1,,,0,0,,500,,,1,,,"2000,00","Boxc3xaetes avec Charniere, Polypropylene",,,,,,,,,,,,0
7963,simple,BP014,"Boxc3xaete avec Charniere PP 600 ml",1,0,visible,"pack de 10","Utilisable au micro-ondes\nCouleur : transparente\nIdeal pour : emballer les repas xc3xa0 emporter\nIl peut xc3xaatre utilise pour congeler jusquxe2u20acu2122xc3xa0 un maximum de -20xc2xbaC.\nOn peut introduire des sauces xc3xa0 tres hautes temperatures (120xc2xbaC).\nIl peut xc3xaatre en contact direct avec de la nourriture.\nIls sont transparents pour une plus grande visibilite xc3xa0 l'interieur.\nPrix pour 10 barquettes.\nUnites par paquet\npack de 10",,,taxable,,1,,,0,0,,600,,,1,,,"2500,00","Boxc3xaetes avec Charniere, Polypropylene",,,"http://laroseellc.shop/wp-content/uploads/2023/08/boites-avec-charniere5.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/boites-avec-charniere1.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/boites-avec-charniere2.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/boites-avec-charniere3.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/boites-avec-charniere4.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/boites-avec-charniere5-1.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/boites-avec-charniere.jpg",,,,,,,,,0
7964,simple,BP012,"Barquettes transparent PP 700ml",1,0,visible,"pack de 15","Facile xc3xa0 nettoyer\nPeut-xc3xaatre chauffe au micro-ondes.\nCouleur : transparente\nPrix pour 15 barquettes.\nUnites par paquet\npack de 15",,,taxable,,1,,,0,0,,700,,,1,,,"1500,00","Barquettes, Polypropylene",,,"http://laroseellc.shop/wp-content/uploads/2023/08/gamelle-plastique1.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/gamelle-plastique.jpg",,,,,,,,,0
7965,simple,BP008,"Barquettes transparents NG 800ml",1,0,visible,"pack de 12","Utilisable au micro-ondes\nCompartiments : 2\nOn peut introduire des sauces xc3xa0 tres hautes temperatures (120xc2xbaC).\nIl peut xc3xaatre en contact direct avec de la nourriture.\nIls sont transparents pour une plus grande visibilite xc3xa0 l'interieur.\nPrix pour 12 barquettes.\nUnites par paquet\npack de 12",,,taxable,,1,,,0,0,,800,,,1,,,"2500,00","Barquettes, Polypropylene",,,"http://laroseellc.shop/wp-content/uploads/2023/08/IMG_7709.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/IMG_7710.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/IMG_7711.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/IMG_7712.jpg",,,,,,,,,0
7966,simple,BP013,"Chicken bowl PP",1,0,visible,"pack de 5","Barquettes ideales pour le poulet xc3xa0 emporter et bien plus.\nReutilisables et faciles xc3xa0 nettoyer.\nPrix pour 5 barquettes\nUnites par paquet\npack de 5",,,taxable,,1,,,0,0,,,,,1,,,"3000,00","Barquettes, Polypropylene",,,"http://laroseellc.shop/wp-content/uploads/2023/08/gamelles-chicken-bowl.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/gamelles-chicken-bowl2.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/gamelles-chicken-bowl3.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/gamelles-chicken-bowl4.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/gamelles-chicken-bowl5.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/gamelles-chicken-bowl6.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/gamelles-chicken-bowl1.jpg",,,,,,,,,0
7967,simple,BP005,"Barquettes SJ 800ml",1,0,visible,"pack de 10","Barquette en polypropylene.\nIdeal pour : sushi xc3xa0 emporter, crxc3xaapes et bien plus\nPrix pour 10 barquettes.\nUnites par paquet\npack de 10",,,taxable,,1,,,0,0,,,,,1,,,"2200,00","Barquettes, Polypropylene",,,"http://laroseellc.shop/wp-content/uploads/2023/08/barquettes-emporter1.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/barquettes-emporter1.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/barquettes-emporter2.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/barquettes-emporter3.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/barquettes-emporter.jpg",,,,,,,,,0
7968,simple,BP010,"Barquettes rondes transp. 800ml",1,0,visible,"pack de 20","Barquette en polypropylene.\nPrix pour 20 barquettes.\nForme : rectangulaire\nUnites par paquet\npack de 20",,,taxable,,1,,,0,0,,800,,,1,,,"3000,00","Barquettes, Polypropylene",,,"http://laroseellc.shop/wp-content/uploads/2023/08/bol-en-plastique-pet-1150ml-o180mm-360-utes-1.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/bol-en-plastique-pet-1150ml-o180mm-360-utes.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/bol-en-plastique-pet-2250ml-o260mm-50-utes.jpg",,,,,,,,,0
7969,simple,BP001,"Barquettes PP DL 700ml",1,0,visible,"pack de 10","Facile xc3xa0 nettoyer\nNe garde pas dxe2u20acu2122odeur\nCompatible aux micro-ondes\nNe garde pas de txc3xa2ches\nPrix pour 10 barquettes.\nUnites par paquet\npack de 10",,,taxable,,1,,,0,0,,700,,,1,,,"2000,00","Barquettes, Polypropylene",,,"http://laroseellc.shop/wp-content/uploads/2023/08/barquettes-larosee.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/barquettes-larosee1.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/barquettes-larosee.jpg",,,,,,,,,0
7970,simple,BP011,"Barquettes NG transp. 800ml",1,0,visible,"pack de 20","Barquette en polypropylene.\nCouvercle en transparent et  couleurs\nPrix pour 20 barquettes.\nUnites par paquet\npack de 20",,,taxable,,1,,,0,0,,800,,,1,,,"3000,00","Barquettes, Polypropylene",,,http://laroseellc.shop/wp-content/uploads/2023/08/barquettes-plastique.jpg,,,,,,,,,0
7971,simple,GAM011,"Barquettes polystyrene GM",1,0,visible,"pack de 50","C'est un isolant thermique, qui maintient l'etat des aliments.\nIl ne ramollit pas et ne laisse pas fuir les liquides.\nC'est aussi un emballage hygienique, sxc3xbbr et leger pour les aliments, resistant aux chocs.\nMateriel : XPP polystyrene\nPrix pour 50 barquettes.\nUnites par paquet\npack de 50",,,taxable,,1,,,0,0,,,,,1,,,"4500,00","Barquettes, Polystyrene",,,,,,,,,,,,0
7972,simple,GAM012,"Barquettes polystyrene PM",1,0,visible,"pack de 100","C'est un isolant thermique, qui maintient l'etat des aliments.\nIl ne ramollit pas et ne laisse pas fuir les liquides.\nC'est aussi un emballage hygienique, sxc3xbbr et leger pour les aliments, resistant aux chocs.\nMateriel : XPP polystyrene\nPrix pour 100 barquettes.\nUnites par paquet\npack de 100",,,taxable,,1,,,0,0,,,,,1,,,"5000,00","Barquettes, Polystyrene",,,,,,,,,,,,0
7973,simple,BKR001,"kraft bowl rect. 900ml",1,0,visible,"pack de 12","Barquettes en carton Kraft avec couvercle en PP.\nAvec un laminage interieur le rendant impermeable.\nIsolant thermique, garde les aliments frais plus longtemps.\nIl permet de transporter des aliments liquides et solides.\nLeger et facile xc3xa0 ranger.\nForme : rectangulaire\nResistant aux chocs et aux impacts\nDesign : GreenUSA ECO\nGsm : 300\nPrix pour 12 barquettes.\nUnites par paquet\npack de 12",,,taxable,,1,,,0,0,,900,,,1,,,"3000,00","Barquettes, Carton Kraft",,,"http://laroseellc.shop/wp-content/uploads/2023/08/IMG_7716.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/IMG_7716-1.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/IMG_7717.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/IMG_6901.jpg",,,,,,,,,0
7974,simple,BKR002,"kraft bowl rectangulaire 1250ml lot/12",1,0,visible,"pack de 12","Barquettes en carton Kraft avec couvercle en PP.\nDimension : 1250 ml\nAvec un laminage interieur le rendant impermeable.\nIsolant thermique, garde les aliments frais plus longtemps.\nIl permet de transporter des aliments liquides et solides.\nLeger et facile xc3xa0 ranger.\nForme : rectangulaire\nResistant aux chocs et aux impacts\nDesign : GreenUSA ECO\nGsm : 300\nPrix pour 12 barquettes.\nUnites par paquet\npack de 12",,,taxable,,1,,,0,0,,,,,1,,,"3850,00","Barquettes, Carton Kraft",,,"http://laroseellc.shop/wp-content/uploads/2023/08/kraft-bowl-rectangulaire-1250ml-lot12.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/IMG_7717.jpg",,,,,,,,,0
7975,simple,BKR005,"Kraft bowl rectangulaire 2 comp. 1200ml",1,0,visible,"pack de 12","Barquettes en carton Kraft avec couvercle en PP.\nDimension : 1200 ml\nAvec un laminage interieur le rendant impermeable.\nIsolant thermique, garde les aliments frais plus longtemps.\nIl permet de transporter des aliments liquides et solides.\nLeger et facile xc3xa0 ranger.\nForme : rectangulaire\nCompartiments : 2\nResistant aux chocs et aux impacts\nDesign : GreenUSA ECO\nGsm : 300\nPrix pour 12 barquettes.\nUnites par paquet\npack de 12",,,taxable,,1,,,0,0,,1200,,,1,,,"5000,00","Barquettes, Carton Kraft",,,"http://laroseellc.shop/wp-content/uploads/2023/08/barquettes-papier-kraft1-1.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/barquettes-papier-kraft-1.jpg",,,,,,,,,0
7976,simple,GAM013,"Barquettes afritude en carton",1,0,visible,"pack de 25","Impermeable.\nAfritude\nMateriel : carton alimentaire\nDimensions : 19 x 13 x 7 cm\nIsolant thermique, garde les aliments frais plus longtemps.\nIl permet de transporter des aliments liquides et solides.\nResistant aux chocs et aux impacts\nPrix pour 25 barquettes.\nUnites par paquet\npack de 25",,,taxable,,1,,,0,0,,19,,,1,,,"7500,00","Barquettes, Carton alimentaire",,,"http://laroseellc.shop/wp-content/uploads/2023/08/IMG_E78651-scaled.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/IMG_E78651-scaled.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/IMG_7863-scaled.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/IMG_E7864-scaled.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/IMG_E7865-scaled.jpg",,,,,,,,,0
7977,simple,PLT002,"Plateau alu rect AVEC couvercle",1,0,visible,"pack de 5","Recyclable et resistant aux graisses et aux huiles.\nDimension : 32 x 26 x 7 cm\nCompatible avec la congelation par air pulse et la fermeture par film plastique.\nCouvercles compatibles disponibles dans les accessoires.\nPrix pour 05 plateaux.\nUnites par paquet\npack de 5",,,taxable,,1,,,0,0,,32,,,1,,,"4500,00","Aluminium, Plateaux",,,,,,,,,,,,0
7978,simple,PLT0040,"Plateaux alu oval",1,0,visible,"pack de 5","Recyclable et resistant aux graisses et aux huiles.\nDimension : 46 x 35 x 9 cm\nCompatible avec la congelation par air pulse et la fermeture par film plastique.\nCouvercles compatibles disponibles dans les accessoires.\nPrix pour 05 plateaux.\nUnites par paquet\npack de 5",,,taxable,,1,,,0,0,,46,,,1,,,"9000,00","Aluminium, Plateaux",,,,,,,,,,,,0
7979,simple,PLT001,"Plateaux alu rect",1,0,visible,"pack de 5","Recyclable et resistant aux graisses et aux huiles.\nDimensions : 46 x 35 x 9 cm\nPlage de temperature min/max : -20xc2xbaC / +380xc2xbaC.\nCompatible avec la congelation par air pulse et la fermeture par film plastique.\nCouvercles compatibles disponibles dans les accessoires.\nPrix pour 05 plateaux.\nUnites par paquet\npack de 5",,,taxable,,1,,,0,0,,46,,,1,,,"7000,00","Aluminium, Plateaux",,,,,,,,,,,,0
7980,simple,PLT003,"Plateau polystyrene GM",1,0,visible,"pack de 15","La couleur blanche vehicule une image de proprete, et rapidement associee xc3xa0 des produits frais ou froids.\nDimensions : 21 x 16 cm\nRectangulaires avec des coins arrondis et une faible profondeur pour permettre l'egalite ne tombe pas.\nConformes aux exigences medicales et alimentaires.\nIdeal pour presenter aliments frais pour leur commercialisation\nPrix pour 15 plateaux.\nUnites par paquet\npack de 15",,,taxable,,1,,,0,0,,21,,,1,,,"4000,00","Plateaux, Polypropylene",,,,,,,,,,,,0
7981,simple,PLT006,"Plateau polystyrene PM",1,0,visible,"pack de 22","La couleur blanche vehicule une image de proprete, et rapidement associee xc3xa0 des produits frais ou froids.\nDimensions: 20 x 10 cm\nRectangulaires avec des coins arrondis et une faible profondeur pour permettre l'egalite ne tombe pas.\nConformes aux exigences medicales et alimentaires.\nIdeal pour presenter aliments frais pour leur commercialisation\nPrix pour 22 plateaux.\nUnites par paquet\npack de 22",,,taxable,,1,,,0,0,,20,,,1,,,"1500,00","Plateaux, Polypropylene",,,,,,,,,,,,0
7982,simple,PL001,"Assiettes jetable en plastique",1,0,visible,"pack de 50","Couleur : blanc\nDiametre : 20 cm\nJetable : oui\nContact alimentaire : oui\nMatiere : polypropylene\n\nUnites par paquet\npack de 50",,,taxable,,1,,,0,0,,20,,,1,,,"2500,00","Assiettes, Plastique",,,"http://laroseellc.shop/wp-content/uploads/2023/08/plats-assiettes-jetables1.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/plats-assiettes-jetables1.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/plats-assiettes-jetables.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/plats-assiettes-jetables3.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/plats-assiettes-jetables2.jpg",,,,,,,,,0
7983,simple,PL002,"Assiettes jetable HOTP blanc",1,0,visible,"pack de 25","Couleur : blanc\nDiametre : 23 cm\nJetable : oui\nContact alimentaire : oui\nMatiere : polypropylene\n\nUnites par paquet\npack de 25",,,taxable,,1,,,0,0,,23,,,1,,,"2500,00","Assiettes, Plastique",,,"http://laroseellc.shop/wp-content/uploads/2023/08/plats-assiettes-jetables1.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/plats-assiettes-jetables.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/plats-assiettes-jetables3.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/plats-assiettes-jetables2.jpg",,,,,,,,,0
7984,simple,PL007,"Assiettes jetables color GM",1,0,visible,"pack de 10","Couleur : blanc\nDiametre : 22 cm\nJetable : oui\nContact alimentaire : oui\nMatiere : polypropylene\n\nUnites par paquet\npack de 10",,,taxable,,1,,,0,0,,22,,,1,,,"1250,00","Assiettes, Plastique",,,"http://laroseellc.shop/wp-content/uploads/2023/08/plats-assiettes-jetables-1.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/plats-assiettes-jetables2-1.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/plats-assiettes-jetables3-1.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/plats-assiettes-jetables4.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/plats-assiettes-jetables5.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/plats-assiettes-jetables6.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/plats-assiettes-jetables7.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/plats-assiettes-jetables-1.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/plats-assiettes-jetables1-1.jpg",,,,,,,,,0
