Product,Image Link,Category,Price
pp-corrugated-white-bowl-250ml-1x1000pcs,https://www.hotpackglobal.com/upload/Product_images/HC250PPBW.jpg,Plastic,2000
pp-corrugated-white-bowl-350ml-1x1000pcs,https://www.hotpackglobal.com/upload/Product_images/HC350PPBW.jpg,Plastic,2000
pp-corrugated-white-bowl-400ml-1x1000pcs,https://www.hotpackglobal.com/upload/Product_images/HC400PPBW.jpg,Plastic,2000
pp-corrugated-white-bowl-500ml-1x1000pcs,https://www.hotpackglobal.com/upload/Product_images/HC500PPBW.jpg,Plastic,2000
aluminium round-container 690cc,https://www.hotpackglobal.com/upload/Product_images/5069HPB.jpg,Alluminium,2000
aluminium-container-770cc,https://www.hotpackglobal.com/upload/Product_images/1077HPB.jpg,Alluminium,2000
aluminium-container-250cc,https://www.hotpackglobal.com/upload/Product_images/8325HPB.jpg,Alluminium,2000
aluminium-container-420cc,https://www.hotpackglobal.com/upload/Product_images/8342HPB.jpg,Alluminium,2000
aluminium-container-670cc,https://www.hotpackglobal.com/upload/Product_images/8367HPB.jpg,Alluminium,2000
aluminium-container-680cc,https://www.hotpackglobal.com/upload/Product_images/8368HPB.jpg,Alluminium,2000
aluminium-container-890cc,https://www.hotpackglobal.com/upload/Product_images/8389HPB.jpg,Alluminium,2000
aluminium-container-3-compartment-760cc,https://www.hotpackglobal.com/upload/Product_images/8576HPB.jpg,Alluminium,2000
aluminium-container-820cc,https://www.hotpackglobal.com/upload/Product_images/8582HPB.jpg,Alluminium,2000
aluminium-container-3650cc,https://www.hotpackglobal.com/upload/Product_images/73365HPB.jpg,Alluminium,2000
aluminium-container-1200cc,https://www.hotpackglobal.com/upload/Product_images/83120HPB.jpg,Alluminium,2000
aluminium-container-1850cc,https://www.hotpackglobal.com/upload/Product_images/83185HPB.jpg,Alluminium,2000
aluminium-container-1600cc,https://www.hotpackglobal.com/upload/Product_images/831160HPB.jpg,Alluminium,2000
aluminium-container-1900cc,https://www.hotpackglobal.com/upload/Product_images/83190DB.jpg,Alluminium,2000
aluminium-container-2410cc,https://www.hotpackglobal.com/upload/Product_images/83241DB.jpg,Alluminium,2000
embossed-aluminium-foil-30cmx25sqft,https://www.hotpackglobal.com/upload/Product_images/AF25SQFT.jpg,Alluminium,2000
embossed-aluminium-foil-45cmx37.5sqft,https://www.hotpackglobal.com/upload/Product_images/AF375HP.jpg,Alluminium,2000
embossed-aluminium-foil-30cmx75sqft,https://www.hotpackglobal.com/upload/Product_images/AF75SQFT.jpg,Alluminium,2000
embossed-aluminium-foil-30cmx200sqft,https://www.hotpackglobal.com/upload/Product_images/AF200SQFT.jpg,Alluminium,2000
embossed-aluminium-foil-30cmx250sqft,https://www.hotpackglobal.com/upload/Product_images/AF30250HPE.jpg,Alluminium,2000
embossed-aluminium-foil-45cmx375sqft,https://www.hotpackglobal.com/upload/Product_images/AF45375HPE.jpg,Alluminium,2000
embossed-aluminium-foil-30cmx150mtr-silver,https://www.hotpackglobal.com/upload/Product_images/AF30150HPS.jpg,Alluminium,2000
embossed-aluminium-foil-30cmx150mtr-gold,https://www.hotpackglobal.com/upload/Product_images/AF30150HPG.jpg,Alluminium,2000
embossed-aluminium-foil-45cmx150mtr-silver,https://www.hotpackglobal.com/upload/Product_images/AF45150HPS.jpg,Alluminium,2000
embossed-aluminium-foil-45cmx150mtr-gold,https://www.hotpackglobal.com/upload/Product_images/AF45150HPG.jpg,Alluminium,2000
aluminium-foil-30cmx8mtr,https://www.hotpackglobal.com/upload/Product_images/AF308.jpg,Alluminium,2000
aluminium-foil-45cmx3.75mtr,https://www.hotpackglobal.com/upload/Product_images/AF3.75HP.jpg,Alluminium,2000
aluminium-foil-30cmx50mtr,https://www.hotpackglobal.com/upload/Product_images/AF305016HP.jpg,Alluminium,2000
aluminium-foil-30cmx100mtr,https://www.hotpackglobal.com/upload/Product_images/AF3010016HP.jpg,Alluminium,2000
aluminium-foil-30cmx150mtr,https://www.hotpackglobal.com/upload/Product_images/AF3015016HP.jpg,Alluminium,2000
aluminium-foil-45cmx50mtr,https://www.hotpackglobal.com/upload/Product_images/AF455019HP.jpg,Alluminium,2000
aluminium-foil-45cmx100mtr,https://www.hotpackglobal.com/upload/Product_images/AF4510019HP.jpg,Alluminium,2000
aluminium-foil-45cmx150mtr,https://www.hotpackglobal.com/upload/Product_images/AF4515019HP.jpg,Alluminium,2000
aluminium-foil-30cmx54mtr,https://www.hotpackglobal.com/upload/Product_images/AF200HP.jpg,Alluminium,2000
aluminium-foil-30cmx57mtr,https://www.hotpackglobal.com/upload/Product_images/AF30150HP.jpg,Alluminium,2000
aluminium-foil-45cmx44mtr,https://www.hotpackglobal.com/upload/Product_images/AF45150HP.jpg,Alluminium,2000
airline-aluminium-container,https://www.hotpackglobal.com/upload/Product_images/5330B.jpg,Alluminium,2000
lids-for-airline-container,https://www.hotpackglobal.com/upload/Product_images/5330L.jpg,Alluminium,2000
round-cake-remkin-container,https://www.hotpackglobal.com/upload/Product_images/7112.jpg,Alluminium,2000
aluminium-gastrome-container,https://www.hotpackglobal.com/upload/Product_images/53885.jpg,Alluminium,2000
foil-hood-for-aluminium-gastrome-container,https://www.hotpackglobal.com/upload/Product_images/53885H.jpg,Alluminium,2000
aluminium-trukey-container,https://www.hotpackglobal.com/upload/Product_images/ATCB.jpg,Alluminium,2000
Clear 30cc Garlic Cups+ Lid 1x2000pc-H/P,https://www.hotpackglobal.com/upload/Product_images/yvrFj41PkHDQesl5LPev9coroLEYywoP0YHt5x53.jpg,Plastic,1000
Portion Cup 1oz Pet **Base Only***5000pc,https://www.hotpackglobal.com/upload/Product_images/qtfnaDPeoyUk8cPbttW7yuNT3KiLBQH337gOrAH1.jpg,Plastic,1000
Base Portion Cup Pet 60ml 2500pc-60petb,https://www.hotpackglobal.com/upload/Product_images/IxGAFVAzzLuY6zrrdAsyQdUgyepv2h3quO8NQDpH.jpg,Plastic,1000
Black Portion Cup Only Bb30cc 1x2500pcs,https://www.hotpackglobal.com/upload/Product_images/G922ObTQeELzJqadS1C7AmF1tOudbGQ5VxcIWmew.jpg,Plastic,1000
Cups For Black Portion Cup Bb60cc-2500pc,https://www.hotpackglobal.com/upload/Product_images/5qA8bfUbX00cHledERILjvpFntx74zGgoqqE1e8N.jpg,Plastic,1000
Black Portion Cup 80cc-Base Only-2500pc,https://www.hotpackglobal.com/upload/Product_images/Sb6kaKwVL02ngcpxVYc43232n5YqpvFpT1BlfzSe.jpg,Plastic,1000
Black Portion Cup 100cc Base Only-2500pc,https://www.hotpackglobal.com/upload/Product_images/eIzPhHaplC0ZiAHnsVrXKPe6EEE5zOxhEGvIHKWg.jpg,Plastic,1000
1oz Blak Base Portion Cup 5000pc,https://www.hotpackglobal.com/upload/Product_images/t6TZIaRCAklWtRNZyW5EJYvib24mwaK9yKfNlin2.jpg,Plastic,1000
2oz Blak Base Portion Cup 2500pc,https://www.hotpackglobal.com/upload/Product_images/f6MwIaooX3S0pre19WqMTgAwIDhZe05ofakDpsaS.jpg,Plastic,1000
clear-square-cont.-xl-hpl200--250-pcs,https://www.hotpackglobal.com/upload/Product_images/HPL200.jpg,Plastic,1000
clear-square-cont.-large-hpl300--200pcs,https://www.hotpackglobal.com/upload/Product_images/HPL300.jpg,Plastic,1000
clear-square-cont.-medium-hpl400--500pc,https://www.hotpackglobal.com/upload/Product_images/HPL400.jpg,Plastic,1000
clear-square-cont.-small-hpl500--500pcs,https://www.hotpackglobal.com/upload/Product_images/HPL500.jpg,Plastic,1000
deep-clr-hinged-pastry-contr-kt220d-320p,https://www.hotpackglobal.com/upload/Product_images/KT220DHP.jpg,Plastic,1000
clear-hinged-pastry-contrs-320-pcs-kt220,https://www.hotpackglobal.com/upload/Product_images/KT220HP.jpg,Plastic,1000
deep-clr-hinged-pastry-contr-kt221d-320p,https://www.hotpackglobal.com/upload/Product_images/KT221DHP.jpg,Plastic,1000
clear-hinged-pastry-contrs-320-pcs-kt221,https://www.hotpackglobal.com/upload/Product_images/KT221HP.jpg,Plastic,1000
deep-clr-hinged-pastry-contr-kt222d-320p,https://www.hotpackglobal.com/upload/Product_images/KT222DHP.jpg,Plastic,1000
clear-hinged-pastry-contrs-320-pcs-kt222,https://www.hotpackglobal.com/upload/Product_images/KT222HP.jpg,Plastic,1000
6-croissant-pet-clear-clamshell-1x250pcs,https://www.hotpackglobal.com/upload/Product_images/KT050PET.jpg,Plastic,1000
10-croissant-pet-clear-clamshell-1x250pc,https://www.hotpackglobal.com/upload/Product_images/KT060PET.jpg,Plastic,1000
pet-clear-burger-box-6?--50x10pkt,https://www.hotpackglobal.com/upload/Product_images/KT160PET.jpg,Plastic,1000
clear-rectnglr-coikies/biscuit-tray-250p,https://www.hotpackglobal.com/upload/Product_images/CRCT.jpg,Plastic,1000
pet-muffin-tray-clear-6-compartment-250p,https://www.hotpackglobal.com/upload/Product_images/CMT6C.jpg,Plastic,1000
clear-triangular-cake-contr.ctcc-500pcs,https://www.hotpackglobal.com/upload/Product_images/CTCC.jpg,Plastic,1000
Travel lid reclosable white 8 oz,https://www.hotpackglobal.com/upload/Product_images/L0YrzOPsBDDO518GI1fcSHeHePLQnSNsDGOlq4zr.jpg,Plastic,1000
Travel lid reclosable white 12/16 oz,https://www.hotpackglobal.com/upload/Product_images/wTthhfWcw2BrsRCDevGPVMGlnE09lCC282j5z2vZ.jpg,Plastic,1000
Travel lid reclosable black 8 oz,https://www.hotpackglobal.com/upload/Product_images/eS14svN4FFx6Sw2O3HLW6rinyZrlyLxlUVOWodGw.jpg,Plastic,1000
Travel lid reclosable black 12/16 oz,https://www.hotpackglobal.com/upload/Product_images/g9QsJtvpO2csj1AQAKmYjMwaywbuTyAGQRzwsfKh.jpg,Plastic,1000
Paper cup lid 7/6.5 oz,https://www.hotpackglobal.com/upload/Product_images/8zuYSmqWKEmHbFQkKX0QNKBf6MBS9bvKPGxUQntl.jpg,Plastic,1000
80cc bowl base only-1500pc-h/p,https://www.hotpackglobal.com/upload/Product_images/KXcTVPCKGhKNDiX6A3Jp2OAJd4kVrEFHI0TULQvt.jpg,Plastic,1000
100cc mlc bowl base,https://www.hotpackglobal.com/upload/Product_images/69SUUknOBj4qE4clj7kV5YlXi0qRxpeYm5lBNE4y.jpg,Plastic,1000
only-lids-for-80cc/100cc-1500pcs,https://www.hotpackglobal.com/upload/Product_images/MLID1500.jpg,Plastic,1000
pp-corrugated-white-bowl-200ml-1x1000pcs,https://www.hotpackglobal.com/upload/Product_images/HC200PPBW.jpg,Plastic,1000
pp-corrugated-white-bowl-250ml-1x1000pcs,https://www.hotpackglobal.com/upload/Product_images/HC250PPBW.jpg,Plastic,1000
pp-corrugated-white-bowl-350ml-1x1000pcs,https://www.hotpackglobal.com/upload/Product_images/HC350PPBW.jpg,Plastic,1000
pp-corrugated-white-bowl-400ml-1x1000pcs,https://www.hotpackglobal.com/upload/Product_images/HC400PPBW.jpg,Plastic,1000
pp-corrugated-white-bowl-500ml-1x1000pcs,https://www.hotpackglobal.com/upload/Product_images/HC500PPBW.jpg,Plastic,1000
Clear 30cc Garlic Cups+ Lid 1x2000pc-H/P,https://www.hotpackglobal.com/upload/Product_images/yvrFj41PkHDQesl5LPev9coroLEYywoP0YHt5x53.jpg,Plastic,1000
Portion Cup 1oz Pet **Base Only***5000pc,https://www.hotpackglobal.com/upload/Product_images/qtfnaDPeoyUk8cPbttW7yuNT3KiLBQH337gOrAH1.jpg,Plastic,1000
Base Portion Cup Pet 60ml 2500pc-60petb,https://www.hotpackglobal.com/upload/Product_images/IxGAFVAzzLuY6zrrdAsyQdUgyepv2h3quO8NQDpH.jpg,Plastic,1000
Black Portion Cup Only Bb30cc 1x2500pcs,https://www.hotpackglobal.com/upload/Product_images/G922ObTQeELzJqadS1C7AmF1tOudbGQ5VxcIWmew.jpg,Plastic,1000
Cups For Black Portion Cup Bb60cc-2500pc,https://www.hotpackglobal.com/upload/Product_images/5qA8bfUbX00cHledERILjvpFntx74zGgoqqE1e8N.jpg,Plastic,1000
Black Portion Cup 80cc-Base Only-2500pc,https://www.hotpackglobal.com/upload/Product_images/Sb6kaKwVL02ngcpxVYc43232n5YqpvFpT1BlfzSe.jpg,Plastic,1000
Black Portion Cup 100cc Base Only-2500pc,https://www.hotpackglobal.com/upload/Product_images/eIzPhHaplC0ZiAHnsVrXKPe6EEE5zOxhEGvIHKWg.jpg,Plastic,1000
1oz Blak Base Portion Cup 5000pc,https://www.hotpackglobal.com/upload/Product_images/t6TZIaRCAklWtRNZyW5EJYvib24mwaK9yKfNlin2.jpg,Plastic,1000
2oz Blak Base Portion Cup 2500pc,https://www.hotpackglobal.com/upload/Product_images/f6MwIaooX3S0pre19WqMTgAwIDhZe05ofakDpsaS.jpg,Plastic,1000
clear-square-cont.-xl-hpl200--250-pcs,https://www.hotpackglobal.com/upload/Product_images/HPL200.jpg,Plastic,1000
clear-square-cont.-large-hpl300--200pcs,https://www.hotpackglobal.com/upload/Product_images/HPL300.jpg,Plastic,1000
clear-square-cont.-medium-hpl400--500pc,https://www.hotpackglobal.com/upload/Product_images/HPL400.jpg,Plastic,1000
clear-square-cont.-small-hpl500--500pcs,https://www.hotpackglobal.com/upload/Product_images/HPL500.jpg,Plastic,1000
deep-clr-hinged-pastry-contr-kt220d-320p,https://www.hotpackglobal.com/upload/Product_images/KT220DHP.jpg,Plastic,1000
clear-hinged-pastry-contrs-320-pcs-kt220,https://www.hotpackglobal.com/upload/Product_images/KT220HP.jpg,Plastic,1000
deep-clr-hinged-pastry-contr-kt221d-320p,https://www.hotpackglobal.com/upload/Product_images/KT221DHP.jpg,Plastic,1000
clear-hinged-pastry-contrs-320-pcs-kt221,https://www.hotpackglobal.com/upload/Product_images/KT221HP.jpg,Plastic,1000
deep-clr-hinged-pastry-contr-kt222d-320p,https://www.hotpackglobal.com/upload/Product_images/KT222DHP.jpg,Plastic,1000
clear-hinged-pastry-contrs-320-pcs-kt222,https://www.hotpackglobal.com/upload/Product_images/KT222HP.jpg,Plastic,1000
6-croissant-pet-clear-clamshell-1x250pcs,https://www.hotpackglobal.com/upload/Product_images/KT050PET.jpg,Plastic,1000
10-croissant-pet-clear-clamshell-1x250pc,https://www.hotpackglobal.com/upload/Product_images/KT060PET.jpg,Plastic,1000
pet-clear-burger-box-6?--50x10pkt,https://www.hotpackglobal.com/upload/Product_images/KT160PET.jpg,Plastic,1000
clear-rectnglr-coikies/biscuit-tray-250p,https://www.hotpackglobal.com/upload/Product_images/CRCT.jpg,Plastic,1000
pet-muffin-tray-clear-6-compartment-250p,https://www.hotpackglobal.com/upload/Product_images/CMT6C.jpg,Plastic,1000
clear-triangular-cake-contr.ctcc-500pcs,https://www.hotpackglobal.com/upload/Product_images/CTCC.jpg,Plastic,1000
Travel lid reclosable white 8 oz,https://www.hotpackglobal.com/upload/Product_images/L0YrzOPsBDDO518GI1fcSHeHePLQnSNsDGOlq4zr.jpg,Plastic,1000
Travel lid reclosable white 12/16 oz,https://www.hotpackglobal.com/upload/Product_images/wTthhfWcw2BrsRCDevGPVMGlnE09lCC282j5z2vZ.jpg,Plastic,1000
Travel lid reclosable black 8 oz,https://www.hotpackglobal.com/upload/Product_images/eS14svN4FFx6Sw2O3HLW6rinyZrlyLxlUVOWodGw.jpg,Plastic,1000
Travel lid reclosable black 12/16 oz,https://www.hotpackglobal.com/upload/Product_images/g9QsJtvpO2csj1AQAKmYjMwaywbuTyAGQRzwsfKh.jpg,Plastic,1000
Paper cup lid 7/6.5 oz,https://www.hotpackglobal.com/upload/Product_images/8zuYSmqWKEmHbFQkKX0QNKBf6MBS9bvKPGxUQntl.jpg,Plastic,1000
80cc bowl base only-1500pc-h/p,https://www.hotpackglobal.com/upload/Product_images/KXcTVPCKGhKNDiX6A3Jp2OAJd4kVrEFHI0TULQvt.jpg,Plastic,1000
100cc mlc bowl base,https://www.hotpackglobal.com/upload/Product_images/69SUUknOBj4qE4clj7kV5YlXi0qRxpeYm5lBNE4y.jpg,Plastic,1000
only-lids-for-80cc/100cc-1500pcs,https://www.hotpackglobal.com/upload/Product_images/MLID1500.jpg,Plastic,1000
pp-corrugated-white-bowl-200ml-1x1000pcs,https://www.hotpackglobal.com/upload/Product_images/HC200PPBW.jpg,Plastic,1000
pp-corrugated-white-bowl-250ml-1x1000pcs,https://www.hotpackglobal.com/upload/Product_images/HC250PPBW.jpg,Plastic,1000
pp-corrugated-white-bowl-350ml-1x1000pcs,https://www.hotpackglobal.com/upload/Product_images/HC350PPBW.jpg,Plastic,1000
pp-corrugated-white-bowl-400ml-1x1000pcs,https://www.hotpackglobal.com/upload/Product_images/HC400PPBW.jpg,Plastic,1000
pp-corrugated-white-bowl-500ml-1x1000pcs,https://www.hotpackglobal.com/upload/Product_images/HC500PPBW.jpg,Plastic,1000
